case k ax ay az nod lp_f lp_v cnt
brake_0p7g 151 146 16487 -11455 0 11447 16398 0
brake_0p7g 152 -2 16345 -11399 0 11441 16391 0
brake_0p7g 153 85 16426 -11563 0 11456 16395 0
brake_0p7g 154 45 16376 -11438 0 11453 16392 0
brake_0p7g 155 5 16355 -11511 0 11460 16387 0
brake_0p7g 156 12 16342 -11502 0 11465 16381 0
brake_0p7g 157 -12 16393 -11467 0 11465 16382 0
brake_0p7g 158 83 16355 -11465 0 11465 16378 0
brake_0p7g 159 -77 16408 -11428 0 11460 16381 0
brake_0p7g 160 -57 16419 -11472 0 11461 16385 0
brake_0p7g 161 21 16346 -11472 0 11462 16380 0
brake_0p7g 162 120 16353 -11402 0 11454 16376 0
brake_0p7g 163 -17 16432 -11465 0 11455 16383 0
brake_0p7g 164 -15 16371 -11516 0 11462 16381 0
brake_0p7g 165 39 16404 -11482 0 11464 16383 0
brake_0p7g 166 -10 16381 -11408 0 11457 16382 0
brake_0p7g 167 -82 16420 -11470 0 11458 16386 0
brake_0p7g 168 25 16307 -11507 0 11464 16376 0
brake_0p7g 169 -20 16453 -11542 0 11473 16385 0
brake_0p7g 170 48 16326 -11419 0 11466 16377 0
brake_0p7g 171 -58 16474 -11473 0 11466 16389 0
brake_0p7g 172 19 16387 -11460 0 11465 16388 0
brake_0p7g 173 58 16355 -11440 0 11461 16383 0
brake_0p7g 174 -5 16386 -11483 0 11463 16383 0
brake_0p7g 175 9 16324 -11470 0 11463 16375 0
brake_0p7g 176 68 16369 -11502 0 11467 16374 0
brake_0p7g 177 -46 16354 -11516 0 11473 16371 0
brake_0p7g 178 25 16380 -11467 0 11472 16372 0
brake_0p7g 179 63 16409 -11475 0 11472 16376 0
brake_0p7g 180 -10 16417 -11452 0 11469 16381 0
brake_0p7g 181 -9 16386 -11381 0 11458 16381 0
brake_0p7g 182 27 16427 -11509 0 11464 16386 0
brake_0p7g 183 85 16467 -11513 0 11470 16396 0
brake_0p7g 184 -86 16334 -11497 0 11473 16388 0
brake_0p7g 185 -76 16359 -11467 0 11472 16384 0
brake_0p7g 186 43 16411 -11446 0 11468 16387 0
brake_0p7g 187 -114 16414 -11514 0 11473 16390 0
brake_0p7g 188 -4 16281 -11458 0 11471 16376 0
brake_0p7g 189 37 16432 -11507 0 11475 16383 0
brake_0p7g 190 105 16308 -11468 0 11474 16373 0
brake_0p7g 191 -52 16471 -11522 0 11480 16385 0
brake_0p7g 192 -38 16404 -11486 0 11480 16387 0
brake_0p7g 193 5 16343 -11477 0 11479 16381 0
brake_0p7g 194 -3 16337 -11416 0 11471 16375 0
brake_0p7g 195 73 16359 -11426 0 11465 16373 0
brake_0p7g 196 115 16329 -11435 0 11461 16367 0
brake_0p7g 197 36 16344 -11454 0 11460 16364 0
brake_0p7g 198 -30 16320 -11489 0 11463 16358 0
brake_0p7g 199 23 16414 -11552 0 11474 16365 0
brake_0p7g 200 58 16425 -11358 0 11459 16372 0
brake_0p7g 201 77 16355 -11441 0 11456 16369 0
brake_0p7g 202 -53 16389 -11516 0 11463 16371 0
brake_0p7g 203 51 16406 -11541 0 11472 16375 0
brake_0p7g 204 -40 16389 -11457 0 11470 16376 0
brake_0p7g 205 77 16393 -11467 0 11469 16378 0
brake_0p7g 206 -16 16422 -11479 0 11470 16383 0
brake_0p7g 207 -72 16385 -11495 0 11473 16383 0
brake_0p7g 208 -27 16271 -11457 0 11471 16369 0
brake_0p7g 209 -27 16340 -11439 0 11467 16365 0
brake_0p7g 210 -2 16443 -11461 0 11466 16374 0
brake_0p7g 211 -69 16367 -11536 0 11474 16373 0
brake_0p7g 212 74 16466 -11456 0 11471 16384 0
brake_0p7g 213 100 16457 -11412 0 11463 16393 0
brake_0p7g 214 7 16380 -11487 0 11466 16391 0
brake_0p7g 215 -15 16369 -11418 0 11460 16388 0
brake_0p7g 216 4 16255 -11470 0 11461 16371 0
brake_0p7g 217 20 16393 -11488 0 11464 16373 0
brake_0p7g 218 -30 16310 -11583 0 11478 16365 0
brake_0p7g 219 -17 16377 -11497 0 11480 16366 0
brake_0p7g 220 61 16306 -11493 0 11481 16358 0
brake_0p7g 221 40 16297 -11479 0 11480 16350 0
brake_0p7g 222 13 16447 -11395 0 11469 16362 0
brake_0p7g 223 148 16331 -11510 0 11474 16358 0
brake_0p7g 224 62 16515 -11430 0 11468 16377 0
brake_0p7g 225 -8 16449 -11466 0 11467 16386 0
brake_0p7g 226 -44 16490 -11469 0 11467 16399 0
brake_0p7g 227 -99 16354 -11425 0 11461 16393 0
brake_0p7g 228 85 16485 -11515 0 11467 16404 0
brake_0p7g 229 -21 16344 -11457 0 11465 16396 0
brake_0p7g 230 -1 16341 -11549 0 11475 16389 0
brake_0p7g 231 15 16323 -11464 0 11473 16380 0
brake_0p7g 232 -8 16447 -11505 0 11477 16388 0
brake_0p7g 233 -22 16307 -11453 0 11474 16377 0
brake_0p7g 234 53 16319 -11439 0 11469 16369 0
brake_0p7g 235 5 16430 -11541 0 11478 16376 0
brake_0p7g 236 -17 16351 -11445 0 11473 16372 0
brake_0p7g 237 45 16399 -11410 0 11465 16375 0
brake_0p7g 238 -11 16387 -11461 0 11464 16376 0
brake_0p7g 239 -44 16394 -11397 0 11455 16378 0
brake_0p7g 240 -67 16319 -11557 0 11467 16370 0
brake_0p7g 241 -28 16336 -11501 0 11471 16365 0
brake_0p7g 242 67 16476 -11434 0 11466 16378 0
brake_0p7g 243 72 16364 -11510 0 11471 16376 0
brake_0p7g 244 -42 16304 -11530 0 11478 16367 0
brake_0p7g 245 69 16401 -11346 0 11461 16371 0
brake_0p7g 246 -6 16368 -11463 0 11461 16370 0
brake_0p7g 247 51 16353 -11470 0 11462 16367 0
brake_0p7g 248 -27 16358 -11554 0 11473 16365 0
brake_0p7g 249 39 16359 -11527 0 11479 16364 0
brake_0p7g 250 69 16437 -11484 0 11479 16373 0
brake_0p7g 251 -74 16374 -11422 0 11471 16373 0
brake_0p7g 252 19 16341 -11529 0 11478 16369 0
brake_0p7g 253 -86 16409 -11457 0 11475 16374 0
brake_0p7g 254 9 16352 -11369 0 11461 16371 0
brake_0p7g 255 70 16377 -11492 0 11464 16371 0
brake_0p7g 256 15 16399 -11442 0 11461 16374 0
brake_0p7g 257 -6 16445 -11374 0 11450 16382 0
brake_0p7g 258 -81 16407 -11343 0 11436 16385 0
brake_0p7g 259 -65 16395 -11546 0 11449 16386 0
brake_0p7g 260 93 16367 -11490 0 11454 16383 0
brake_0p7g 261 -1 16422 -11454 0 11454 16387 0
brake_0p7g 262 -34 16328 -11474 0 11456 16379 0
brake_0p7g 263 -5 16369 -11416 0 11451 16377 0
brake_0p7g 264 -11 16305 -11450 0 11450 16368 0
brake_0p7g 265 -24 16410 -11440 0 11448 16373 0
brake_0p7g 266 -68 16438 -11440 0 11447 16381 0
brake_0p7g 267 10 16372 -11452 0 11447 16379 0
brake_0p7g 268 16 16356 -11500 0 11453 16376 0
brake_0p7g 269 -46 16465 -11477 0 11456 16387 0
brake_0p7g 270 -51 16337 -11357 0 11443 16380 0
brake_0p7g 271 -23 16394 -11498 0 11449 16381 0
brake_0p7g 272 83 16433 -11467 0 11451 16387 0
brake_0p7g 273 -68 16387 -11563 0 11465 16387 0
brake_0p7g 274 -68 16419 -11502 0 11469 16391 0
brake_0p7g 275 38 16334 -11492 0 11471 16383 0
brake_0p7g 276 37 16418 -11532 0 11478 16387 0
brake_0p7g 277 41 16362 -11431 0 11472 16383 0
brake_0p7g 278 41 16392 -11468 0 11471 16384 0
brake_0p7g 279 -8 16381 -11431 0 11466 16383 0
brake_0p7g 280 -9 16306 -11530 0 11474 16373 0
brake_0p7g 281 5 16338 -11398 0 11464 16368 0
brake_0p7g 282 -73 16312 -11463 0 11463 16361 0
brake_0p7g 283 30 16410 -11460 0 11462 16367 0
brake_0p7g 284 27 16407 -11510 0 11468 16372 0
brake_0p7g 285 28 16258 -11389 0 11458 16357 0
brake_0p7g 286 -93 16394 -11446 0 11456 16361 0
brake_0p7g 287 65 16313 -11446 0 11454 16355 0
brake_0p7g 288 60 16235 -11455 0 11454 16340 0
brake_0p7g 289 -21 16419 -11446 0 11453 16349 0
brake_0p7g 290 8 16352 -11499 0 11458 16349 0
brake_0p7g 291 -33 16395 -11422 0 11453 16354 0
brake_0p7g 292 -69 16316 -11426 0 11449 16349 0
brake_0p7g 293 -15 16348 -11503 0 11455 16348 0
brake_0p7g 294 -30 16370 -11446 0 11453 16350 0
brake_0p7g 295 -50 16277 -11477 0 11456 16340 0
brake_0p7g 296 -44 16364 -11467 0 11457 16343 0
brake_0p7g 297 -9 16406 -11476 0 11459 16350 0
brake_0p7g 298 -9 16349 -11429 0 11455 16349 0
brake_0p7g 299 -158 16407 -11501 0 11460 16356 0
brake_0p7g 300 59 16320 21 0 10024 16351 0
brake_0p7g 301 -174 16385 15 0 8769 16355 0
brake_0p7g 302 -13 16337 9 0 7671 16352 0
brake_0p7g 303 -25 16405 -51 0 6718 16358 0
brake_0p7g 304 -127 16368 22 0 5875 16359 0
brake_0p7g 305 28 16447 18 0 5138 16370 0
brake_0p7g 306 12 16369 66 0 4487 16369 0
brake_0p7g 307 -18 16355 -56 0 3933 16367 0
brake_0p7g 308 -94 16394 -7 0 3442 16370 0
brake_0p7g 309 -39 16313 9 0 3010 16362 0
brake_0p7g 310 -2 16446 -44 0 2639 16372 0
brake_0p7g 311 -78 16514 -34 0 2313 16389 0
brake_0p7g 312 -12 16436 -38 0 2028 16394 0
brake_0p7g 313 -45 16434 10 0 1773 16399 0
brake_0p7g 314 -55 16315 42 0 1546 16388 0
brake_0p7g 315 -52 16450 14 0 1351 16395 0
brake_0p7g 316 -16 16308 -44 0 1187 16384 0
brake_0p7g 317 25 16342 41 0 1033 16378 0
brake_0p7g 318 -27 16378 23 0 901 16378 0
brake_0p7g 319 -79 16376 -124 0 803 16377 0
brake_0p7g 320 -18 16390 -11 0 704 16378 0
brake_0p7g 321 -34 16430 -58 0 623 16384 0
brake_0p7g 322 17 16316 61 0 537 16375 0
brake_0p7g 323 4 16407 -12 0 471 16379 0
brake_0p7g 324 -7 16330 57 0 405 16372 0
brake_0p7g 325 37 16328 -38 0 359 16366 0
brake_0p7g 326 10 16393 29 0 310 16369 0
brake_0p7g 327 41 16429 13 0 269 16376 0
brake_0p7g 328 -33 16326 25 0 232 16369 0
brake_0p7g 329 -28 16363 71 0 194 16368 0
brake_0p7g 330 -66 16336 44 0 164 16364 0
brake_0p7g 331 -14 16418 24 0 140 16370 0
brake_0p7g 332 -82 16445 -23 0 125 16379 0
brake_0p7g 333 -25 16310 70 0 100 16370 0
brake_0p7g 334 9 16320 7 0 86 16363 0
brake_0p7g 335 -116 16382 -9 0 76 16365 0
brake_0p7g 336 -24 16412 -9 0 67 16370 0
brake_0p7g 337 -17 16409 34 0 54 16374 0
brake_0p7g 338 -54 16391 16 0 45 16376 0
brake_0p7g 339 9 16313 39 0 34 16368 0
brake_0p7g 340 22 16437 54 0 23 16376 0
brake_0p7g 341 35 16301 -9 0 21 16366 0
brake_0p7g 342 23 16415 -5 0 19 16372 0
brake_0p7g 343 84 16321 114 0 2 16365 0
brake_0p7g 344 -58 16352 -95 0 13 16363 0
brake_0p7g 345 -84 16374 23 0 8 16364 0
brake_0p7g 346 54 16382 -7 0 7 16366 0
brake_0p7g 347 90 16399 -22 0 8 16370 0
brake_0p7g 348 -42 16353 6 0 6 16367 0
brake_0p7g 349 -55 16367 -71 0 14 16367 0
brake_0p7g 350 50 16313 69 0 3 16360 0
brake_0p7g 351 57 16400 -26 0 5 16365 0
brake_0p7g 352 -21 16396 -34 0 8 16368 0
brake_0p7g 353 6 16276 20 0 4 16356 0
brake_0p7g 354 9 16446 37 0 -2 16367 0
brake_0p7g 355 -26 16450 -28 0 1 16377 0
brake_0p7g 356 -78 16526 -24 0 3 16395 0
brake_0p7g 357 -18 16329 -18 0 4 16386 0
brake_0p7g 358 -61 16394 45 0 -3 16387 0
brake_0p7g 359 0 16380 85 0 -14 16386 0
brake_0p7g 360 -22 16481 30 0 -16 16397 0
brake_0p7g 361 61 16376 11 0 -16 16394 0
brake_0p7g 362 38 16364 -20 0 -12 16390 0
brake_0p7g 363 -26 16340 -28 0 -7 16383 0
brake_0p7g 364 53 16398 72 0 -16 16384 0
brake_0p7g 365 -39 16402 79 0 -24 16386 0
brake_0p7g 366 -24 16383 60 0 -29 16385 0
brake_0p7g 367 -36 16433 104 0 -39 16391 0
brake_0p7g 368 -42 16322 44 0 -40 16382 0
brake_0p7g 369 -25 16391 -25 0 -32 16383 0
brake_0p7g 370 63 16349 -22 0 -26 16378 0
brake_0p7g 371 98 16325 3 0 -24 16371 0
brake_0p7g 372 55 16397 -4 0 -21 16374 0
brake_0p7g 373 14 16356 58 0 -26 16371 0
brake_0p7g 374 45 16419 -93 0 -12 16377 0
brake_0p7g 375 74 16423 15 0 -13 16382 0
brake_0p7g 376 140 16465 -46 0 -6 16392 0
brake_0p7g 377 27 16364 -22 0 -3 16388 0
brake_0p7g 378 -50 16296 -89 0 8 16376 0
brake_0p7g 379 18 16261 44 0 1 16361 0
brake_0p7g 380 46 16445 -20 0 3 16371 0
brake_0p7g 381 -42 16426 -49 0 8 16377 0
brake_0p7g 382 -47 16462 -60 0 14 16387 0
brake_0p7g 383 40 16348 -28 0 15 16382 0
brake_0p7g 384 12 16393 -18 0 15 16383 0
brake_0p7g 385 40 16346 87 0 2 16378 0
brake_0p7g 386 19 16378 2 0 1 16378 0
brake_0p7g 387 16 16400 41 0 -5 16380 0
brake_0p7g 388 -46 16356 23 0 -8 16377 0
brake_0p7g 389 3 16313 34 0 -12 16369 0
brake_0p7g 390 -96 16384 23 0 -14 16370 0
brake_0p7g 391 24 16335 -16 0 -11 16365 0
brake_0p7g 392 16 16404 65 0 -18 16369 0
brake_0p7g 393 32 16359 11 0 -18 16367 0
brake_0p7g 394 47 16390 89 0 -27 16369 0
brake_0p7g 395 -49 16409 -39 0 -19 16374 0
brake_0p7g 396 9 16346 -12 0 -16 16370 0
brake_0p7g 397 37 16409 -6 0 -14 16374 0
brake_0p7g 398 -4 16449 -84 0 -2 16383 0
brake_0p7g 399 -74 16370 57 0 -9 16381 0
dashboard_20deg 0 9 16364 50 0 -7 2045 0
dashboard_20deg 1 47 16368 -54 0 0 3835 0
dashboard_20deg 2 -46 16387 -25 0 3 5404 0
dashboard_20deg 3 -51 16334 26 0 -1 6770 0
dashboard_20deg 4 -29 16378 -80 0 9 7971 0
dashboard_20deg 5 29 16330 -112 0 21 9015 0
dashboard_20deg 6 -20 16392 -28 0 21 9937 0
dashboard_20deg 7 -27 16293 42 0 13 10731 0
dashboard_20deg 8 76 16330 -103 0 24 11430 0
dashboard_20deg 9 -39 16384 -182 0 43 12049 0
dashboard_20deg 10 33 16364 50 0 31 12588 0
dashboard_20deg 11 33 16411 51 0 20 13065 0
dashboard_20deg 12 85 16388 59 0 10 13480 0
dashboard_20deg 13 12 16379 34 0 4 13842 0
dashboard_20deg 14 24 16396 28 0 0 14161 0
dashboard_20deg 15 36 16394 -64 0 8 14440 0
dashboard_20deg 16 -19 16340 30 0 3 14677 0
dashboard_20deg 17 74 16432 -14 0 4 14896 0
dashboard_20deg 18 -49 16428 52 0 -3 15087 0
dashboard_20deg 19 -17 16340 0 0 -3 15243 0
dashboard_20deg 20 82 16377 -5 0 -2 15384 0
dashboard_20deg 21 -16 16395 16 0 -4 15510 0
dashboard_20deg 22 -64 16315 -105 0 9 15610 0
dashboard_20deg 23 -75 16315 31 0 4 15698 0
dashboard_20deg 24 8 16387 -21 0 6 15784 0
dashboard_20deg 25 23 16351 48 0 -1 15854 0
dashboard_20deg 26 67 16391 -112 0 13 15921 0
dashboard_20deg 27 29 16313 32 0 7 15970 0
dashboard_20deg 28 3 16293 25 0 3 16010 0
dashboard_20deg 29 40 16442 -3 0 3 16064 0
dashboard_20deg 30 -25 16350 -29 0 6 16099 0
dashboard_20deg 31 21 16388 -41 0 10 16135 0
dashboard_20deg 32 49 16441 -31 0 12 16173 0
dashboard_20deg 33 -1 16394 67 0 2 16200 0
dashboard_20deg 34 -33 16392 39 0 -4 16224 0
dashboard_20deg 35 -78 16344 71 0 -13 16239 0
dashboard_20deg 36 111 16477 -22 0 -9 16268 0
dashboard_20deg 37 -35 16392 4 0 -9 16283 0
dashboard_20deg 38 3 16434 -85 0 2 16301 0
dashboard_20deg 39 32 16465 -26 0 5 16321 0
dashboard_20deg 40 46 16298 -1 0 4 16318 0
dashboard_20deg 41 -15 16389 -63 0 11 16326 0
dashboard_20deg 42 7 16313 -8 0 10 16324 0
dashboard_20deg 43 36 16461 -83 0 19 16341 0
dashboard_20deg 44 25 16338 -44 0 22 16340 0
dashboard_20deg 45 64 16385 20 0 16 16345 0
dashboard_20deg 46 29 16353 -2 0 14 16346 0
dashboard_20deg 47 42 16405 -93 0 23 16353 0
dashboard_20deg 48 -65 16319 -61 0 27 16348 0
dashboard_20deg 49 -28 16311 -62 0 31 16343 0
dashboard_20deg 50 17 16396 39 0 22 16349 0
dashboard_20deg 51 -34 16408 -1 0 19 16356 0
dashboard_20deg 52 31 16437 -39 0 21 16366 0
dashboard_20deg 53 -78 16369 -7 0 19 16366 0
dashboard_20deg 54 -51 16377 85 0 6 16367 0
dashboard_20deg 55 -37 16391 -55 0 12 16370 0
dashboard_20deg 56 -44 16465 9 0 9 16381 0
dashboard_20deg 57 33 16390 -10 0 9 16382 0
dashboard_20deg 58 28 16394 -15 0 9 16383 0
dashboard_20deg 59 -39 16391 -88 0 18 16384 0
dashboard_20deg 60 86 16445 -11 0 17 16391 0
dashboard_20deg 61 67 16486 -29 0 18 16402 0
dashboard_20deg 62 11 16431 -6 0 16 16405 0
dashboard_20deg 63 15 16323 7 0 13 16394 0
dashboard_20deg 64 -68 16362 -4 0 11 16390 0
dashboard_20deg 65 57 16453 90 0 -2 16397 0
dashboard_20deg 66 -41 16462 27 0 -6 16405 0
dashboard_20deg 67 -93 16308 -9 0 -5 16392 0
dashboard_20deg 68 70 16470 -47 0 1 16401 0
dashboard_20deg 69 6 16333 79 0 -9 16392 0
dashboard_20deg 70 82 16418 -99 0 4 16395 0
dashboard_20deg 71 18 16396 -34 0 7 16395 0
dashboard_20deg 72 73 16333 -80 0 16 16387 0
dashboard_20deg 73 15 16383 86 0 3 16386 0
dashboard_20deg 74 70 16353 -46 0 8 16381 0
dashboard_20deg 75 37 16474 14 0 5 16392 0
dashboard_20deg 76 -13 16281 47 0 -2 16378 0
dashboard_20deg 77 -57 16362 -6 0 -1 16376 0
dashboard_20deg 78 40 16482 -26 0 2 16389 0
dashboard_20deg 79 -5 16343 47 0 -5 16383 0
dashboard_20deg 80 60 16491 10 0 -6 16396 0
dashboard_20deg 81 -54 16362 79 0 -16 16391 0
dashboard_20deg 82 -62 16459 -31 0 -11 16399 0
dashboard_20deg 83 102 16382 -6 0 -9 16396 0
dashboard_20deg 84 65 16369 -52 0 -2 16392 0
dashboard_20deg 85 22 16397 -14 0 0 16392 0
dashboard_20deg 86 -65 16393 59 0 -8 16392 0
dashboard_20deg 87 -43 16389 6 0 -8 16391 0
dashboard_20deg 88 95 16435 -111 0 6 16396 0
dashboard_20deg 89 25 16367 14 0 3 16392 0
dashboard_20deg 90 25 16353 20 0 0 16387 0
dashboard_20deg 91 14 16337 -95 0 11 16380 0
dashboard_20deg 92 -63 16366 -53 0 16 16378 0
dashboard_20deg 93 -70 16430 -52 0 20 16384 0
dashboard_20deg 94 11 16386 -70 0 26 16384 0
dashboard_20deg 95 -35 16430 15 0 20 16389 0
dashboard_20deg 96 -103 16398 96 0 5 16390 0
dashboard_20deg 97 80 16420 -50 0 10 16393 0
dashboard_20deg 98 -36 16424 -21 0 11 16396 0
dashboard_20deg 99 -29 16280 29 0 6 16381 0
dashboard_20deg 100 77 16386 -25 0 8 16381 0
dashboard_20deg 101 43 16449 -190 0 30 16389 0
dashboard_20deg 102 17 16268 -587 0 99 16373 0
dashboard_20deg 103 -77 16390 -775 0 183 16375 0
dashboard_20deg 104 9 16340 -1204 0 310 16370 0
dashboard_20deg 105 -37 16387 -1405 0 446 16372 0
dashboard_20deg 106 -70 16263 -1631 0 594 16358 0
dashboard_20deg 107 -66 16276 -1949 0 763 16347 0
dashboard_20deg 108 -76 16255 -2277 0 952 16335 0
dashboard_20deg 109 -28 16176 -2557 0 1152 16315 0
dashboard_20deg 110 -7 16182 -2888 0 1369 16298 0
dashboard_20deg 111 20 16103 -3004 0 1573 16273 0
dashboard_20deg 112 47 15962 -3395 0 1800 16234 0
dashboard_20deg 113 7 15970 -3700 0 2037 16201 0
dashboard_20deg 114 31 15893 -3937 0 2274 16162 0
dashboard_20deg 115 5 15752 -4187 0 2513 16110 0
dashboard_20deg 116 62 15745 -4495 0 2760 16064 0
dashboard_20deg 117 -19 15701 -4713 0 3004 16018 0
dashboard_20deg 118 35 15544 -5160 0 3273 15958 0
dashboard_20deg 119 -35 15521 -5266 0 3522 15903 0
dashboard_20deg 120 5 15283 -5573 0 3778 15825 0
dashboard_20deg 121 -64 15359 -5507 0 3994 15766 0
dashboard_20deg 122 -30 15382 -5514 0 4184 15718 0
dashboard_20deg 123 56 15347 -5572 0 4357 15671 0
dashboard_20deg 124 -82 15338 -5556 0 4506 15629 0
dashboard_20deg 125 -40 15356 -5546 0 4636 15594 0
dashboard_20deg 126 -2 15434 -5686 0 4767 15574 0
dashboard_20deg 127 -75 15349 -5565 0 4866 15545 0
dashboard_20deg 128 14 15417 -5549 0 4951 15529 0
dashboard_20deg 129 22 15443 -5598 0 5031 15518 0
dashboard_20deg 130 -39 15439 -5634 0 5106 15508 0
dashboard_20deg 131 -13 15404 -5593 0 5166 15495 0
dashboard_20deg 132 3 15429 -5650 0 5226 15486 0
dashboard_20deg 133 67 15466 -5638 0 5277 15483 0
dashboard_20deg 134 -62 15328 -5704 0 5330 15463 0
dashboard_20deg 135 28 15519 -5642 0 5369 15470 0
dashboard_20deg 136 -2 15387 -5495 0 5384 15459 0
dashboard_20deg 137 -49 15299 -5626 0 5414 15439 0
dashboard_20deg 138 12 15431 -5562 0 5432 15438 0
dashboard_20deg 139 2 15403 -5541 0 5445 15433 0
dashboard_20deg 140 -85 15317 -5560 0 5459 15418 0
dashboard_20deg 141 -126 15388 -5581 0 5474 15414 0
dashboard_20deg 142 121 15376 -5639 0 5494 15409 0
dashboard_20deg 143 -62 15350 -5683 0 5517 15401 0
dashboard_20deg 144 79 15351 -5705 0 5540 15394 0
dashboard_20deg 145 57 15330 -5606 0 5548 15386 0
dashboard_20deg 146 -22 15387 -5690 0 5565 15386 0
dashboard_20deg 147 -62 15414 -5650 0 5575 15389 0
dashboard_20deg 148 -81 15494 -5595 0 5577 15402 0
dashboard_20deg 149 43 15357 -5615 0 5581 15396 0
dashboard_20deg 150 -56 15397 -5681 0 5593 15396 0
dashboard_20deg 151 12 15433 -5595 0 5593 15400 0
dashboard_20deg 152 -17 15439 -5647 0 5599 15404 0
dashboard_20deg 153 -19 15486 -5624 0 5602 15414 0
dashboard_20deg 154 117 15377 -5662 0 5609 15409 0
dashboard_20deg 155 -48 15329 -5597 0 5607 15399 0
dashboard_20deg 156 -86 15387 -5569 0 5602 15397 0
dashboard_20deg 157 -39 15417 -5585 0 5599 15399 0
dashboard_20deg 158 49 15387 -5544 0 5592 15397 0
dashboard_20deg 159 -11 15324 -5655 0 5599 15387 0
dashboard_20deg 160 7 15464 -5650 0 5605 15396 0
dashboard_20deg 161 -51 15359 -5615 0 5606 15391 0
dashboard_20deg 162 98 15358 -5630 0 5609 15386 0
dashboard_20deg 163 27 15365 -5626 0 5611 15383 0
dashboard_20deg 164 -1 15358 -5616 0 5611 15379 0
dashboard_20deg 165 -71 15391 -5632 0 5613 15380 0
dashboard_20deg 166 20 15428 -5583 0 5609 15386 0
dashboard_20deg 167 -8 15332 -5641 0 5613 15379 0
dashboard_20deg 168 42 15378 -5616 0 5613 15378 0
dashboard_20deg 169 122 15415 -5600 0 5611 15382 0
dashboard_20deg 170 -31 15460 -5623 0 5612 15391 0
dashboard_20deg 171 6 15344 -5593 0 5609 15385 0
dashboard_20deg 172 61 15411 -5500 0 5595 15388 0
dashboard_20deg 173 70 15341 -5478 0 5580 15382 0
dashboard_20deg 174 22 15415 -5640 0 5587 15386 0
dashboard_20deg 175 9 15471 -5595 0 5588 15396 0
dashboard_20deg 176 -50 15353 -5508 0 5578 15390 0
dashboard_20deg 177 -18 15287 -5683 0 5591 15377 0
dashboard_20deg 178 -46 15466 -5621 0 5594 15388 0
dashboard_20deg 179 21 15323 -5613 0 5596 15379 0
dashboard_20deg 180 40 15379 -5547 0 5589 15379 0
dashboard_20deg 181 -19 15377 -5613 0 5592 15378 0
dashboard_20deg 182 91 15337 -5606 0 5593 15372 0
dashboard_20deg 183 39 15394 -5570 0 5590 15374 0
dashboard_20deg 184 26 15445 -5493 0 5577 15382 0
dashboard_20deg 185 -28 15384 -5672 0 5588 15382 0
dashboard_20deg 186 52 15312 -5754 0 5608 15373 0
dashboard_20deg 187 -74 15440 -5633 0 5611 15381 0
dashboard_20deg 188 97 15360 -5649 0 5615 15378 0
dashboard_20deg 189 81 15460 -5658 0 5620 15388 0
dashboard_20deg 190 -10 15338 -5604 0 5618 15381 0
dashboard_20deg 191 19 15379 -5629 0 5619 15380 0
dashboard_20deg 192 -86 15399 -5612 0 5618 15382 0
dashboard_20deg 193 -29 15359 -5520 0 5605 15379 0
dashboard_20deg 194 -41 15322 -5595 0 5603 15371 0
dashboard_20deg 195 32 15352 -5503 0 5590 15368 0
dashboard_20deg 196 40 15425 -5598 0 5591 15375 0
dashboard_20deg 197 50 15373 -5532 0 5583 15374 0
dashboard_20deg 198 -55 15478 -5560 0 5580 15387 0
dashboard_20deg 199 2 15479 -5637 0 5587 15398 0
dashboard_20deg 200 32 15369 -5601 0 5588 15394 0
dashboard_20deg 201 110 15453 -5593 0 5588 15401 0
dashboard_20deg 202 3 15429 -5563 0 5584 15404 0
dashboard_20deg 203 -46 15488 -5618 0 5588 15414 0
dashboard_20deg 204 30 15426 -5645 0 5595 15415 0
dashboard_20deg 205 28 15423 -5600 0 5595 15416 0
dashboard_20deg 206 63 15437 -5566 0 5591 15418 0
dashboard_20deg 207 18 15262 -5570 0 5588 15398 0
dashboard_20deg 208 103 15355 -5596 0 5589 15392 0
dashboard_20deg 209 -36 15388 -5618 0 5592 15391 0
dashboard_20deg 210 67 15410 -5660 0 5600 15393 0
dashboard_20deg 211 -27 15569 -5572 0 5596 15415 0
dashboard_20deg 212 -37 15342 -5563 0 5591 15405 0
dashboard_20deg 213 17 15442 -5656 0 5599 15409 0
dashboard_20deg 214 -31 15467 -5614 0 5600 15416 0
dashboard_20deg 215 -17 15416 -5489 0 5586 15416 0
dashboard_20deg 216 -50 15445 -5588 0 5586 15419 0
dashboard_20deg 217 73 15370 -5627 0 5591 15412 0
dashboard_20deg 218 72 15370 -5484 0 5577 15406 0
dashboard_20deg 219 -5 15458 -5539 0 5572 15412 0
dashboard_20deg 220 12 15463 -5666 0 5583 15418 0
dashboard_20deg 221 -28 15326 -5588 0 5583 15406 0
dashboard_20deg 222 -34 15365 -5646 0 5590 15400 0
dashboard_20deg 223 23 15349 -5554 0 5585 15393 0
dashboard_20deg 224 10 15355 -5611 0 5588 15388 0
dashboard_20deg 225 27 15390 -5576 0 5586 15388 0
dashboard_20deg 226 38 15551 -5534 0 5579 15408 0
dashboard_20deg 227 47 15399 -5573 0 5578 15406 0
dashboard_20deg 228 -41 15382 -5617 0 5582 15403 0
dashboard_20deg 229 -2 15364 -5629 0 5587 15398 0
dashboard_20deg 230 -58 15507 -5643 0 5594 15411 0
